No;Komoditas;Tanggal;Provinsi;Kota / Kelurahan;Pasar;Harga (Rp)
8318;Bawang Merah;18/11/2020;Jawa Barat;Kota Bekasi;Pasar Kranji;39000
8319;Bawang Merah;18/11/2020;Jawa Barat;Kota Bekasi;Pasar Pondok Gede;40000
8320;Bawang Merah;18/11/2020;Jawa Barat;Kota Depok;Pasar Agung;40000
8321;Bawang Merah;18/11/2020;Jawa Barat;Kota Depok;Pasar Cisalak;36500
8322;Bawang Merah;18/11/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;38000
8323;Bawang Merah;18/11/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;35000
8324;Bawang Merah;18/11/2020;Jawa Barat;Kota Tasikmalaya;Pasar Pancasila;36500
8325;Bawang Merah;18/11/2020;Jawa Barat;Kota Tasikmalaya;Pasar Cikurubuk;33000
8326;Bawang Merah;18/11/2020;Jawa Barat;Kota Bogor;Pasar Anyar;35500
8327;Bawang Merah;18/11/2020;Jawa Barat;Kota Bogor;Pasar Warung Jambu 2;35000
8328;Bawang Merah;18/11/2020;Jawa Barat;Kota Cirebon;Pasar Kanoman;35000
8329;Bawang Merah;18/11/2020;Jawa Barat;Kota Cirebon;Pasar Kramat;32000
8330;Bawang Merah;18/11/2020;Jawa Barat;Kota Sukabumi;Pasar Gudang;35000
8331;Bawang Merah;18/11/2020;Jawa Barat;Kota Sukabumi;Pasar Pelita;30000
8332;Bawang Merah;18/11/2020;Jawa Barat;Kab. Cirebon;Pasar Weru;32000
8333;Bawang Merah;18/11/2020;Jawa Barat;Kab. Cirebon;Pasar Mundu;32000
8334;Bawang Merah;18/11/2020;Jawa Barat;Kab. Tasikmalaya;Pasar Singaparna;35500
8335;Bawang Merah;18/11/2020;Jawa Barat;Kab. Tasikmalaya;Pasar Manonjaya;35500
8336;Bawang Merah;19/11/2020;Jawa Barat;Kota Bekasi;Pasar Kranji;39000
8337;Bawang Merah;19/11/2020;Jawa Barat;Kota Bekasi;Pasar Pondok Gede;40000
8338;Bawang Merah;19/11/2020;Jawa Barat;Kota Depok;Pasar Agung;40000
8339;Bawang Merah;19/11/2020;Jawa Barat;Kota Depok;Pasar Cisalak;32500
8340;Bawang Merah;19/11/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;38000
8341;Bawang Merah;19/11/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;35000
8342;Bawang Merah;19/11/2020;Jawa Barat;Kota Tasikmalaya;Pasar Pancasila;36500
8343;Bawang Merah;19/11/2020;Jawa Barat;Kota Tasikmalaya;Pasar Cikurubuk;31500
8344;Bawang Merah;19/11/2020;Jawa Barat;Kota Bogor;Pasar Anyar;34500
8345;Bawang Merah;19/11/2020;Jawa Barat;Kota Bogor;Pasar Warung Jambu 2;33500
8346;Bawang Merah;19/11/2020;Jawa Barat;Kota Cirebon;Pasar Kanoman;35000
8347;Bawang Merah;19/11/2020;Jawa Barat;Kota Cirebon;Pasar Kramat;32000
8348;Bawang Merah;19/11/2020;Jawa Barat;Kota Sukabumi;Pasar Gudang;35000
8349;Bawang Merah;19/11/2020;Jawa Barat;Kota Sukabumi;Pasar Pelita;30000
8350;Bawang Merah;19/11/2020;Jawa Barat;Kab. Cirebon;Pasar Weru;32000
8351;Bawang Merah;19/11/2020;Jawa Barat;Kab. Cirebon;Pasar Mundu;32000
8352;Bawang Merah;19/11/2020;Jawa Barat;Kab. Tasikmalaya;Pasar Singaparna;35500
8353;Bawang Merah;19/11/2020;Jawa Barat;Kab. Tasikmalaya;Pasar Manonjaya;35500
8354;Bawang Merah;20/11/2020;Jawa Barat;Kota Bekasi;Pasar Kranji;39000
8355;Bawang Merah;20/11/2020;Jawa Barat;Kota Bekasi;Pasar Pondok Gede;40000
8356;Bawang Merah;20/11/2020;Jawa Barat;Kota Depok;Pasar Agung;40000
8357;Bawang Merah;20/11/2020;Jawa Barat;Kota Depok;Pasar Cisalak;32500
8358;Bawang Merah;20/11/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;38000
8359;Bawang Merah;20/11/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;35000
8360;Bawang Merah;20/11/2020;Jawa Barat;Kota Tasikmalaya;Pasar Pancasila;36500
8361;Bawang Merah;20/11/2020;Jawa Barat;Kota Tasikmalaya;Pasar Cikurubuk;31500
8362;Bawang Merah;20/11/2020;Jawa Barat;Kota Bogor;Pasar Anyar;34500
8363;Bawang Merah;20/11/2020;Jawa Barat;Kota Bogor;Pasar Warung Jambu 2;33500
8364;Bawang Merah;20/11/2020;Jawa Barat;Kota Cirebon;Pasar Kanoman;35000
8365;Bawang Merah;20/11/2020;Jawa Barat;Kota Cirebon;Pasar Kramat;32000
8366;Bawang Merah;20/11/2020;Jawa Barat;Kota Sukabumi;Pasar Gudang;34500
8367;Bawang Merah;20/11/2020;Jawa Barat;Kota Sukabumi;Pasar Pelita;30000
8368;Bawang Merah;20/11/2020;Jawa Barat;Kab. Cirebon;Pasar Weru;32000
8369;Bawang Merah;20/11/2020;Jawa Barat;Kab. Cirebon;Pasar Mundu;32000
8370;Bawang Merah;20/11/2020;Jawa Barat;Kab. Tasikmalaya;Pasar Singaparna;35500
8371;Bawang Merah;20/11/2020;Jawa Barat;Kab. Tasikmalaya;Pasar Manonjaya;35500
8372;Bawang Merah;23/11/2020;Jawa Barat;Kota Bekasi;Pasar Kranji;39000
8373;Bawang Merah;23/11/2020;Jawa Barat;Kota Bekasi;Pasar Pondok Gede;40000
8374;Bawang Merah;23/11/2020;Jawa Barat;Kota Depok;Pasar Agung;40000
8375;Bawang Merah;23/11/2020;Jawa Barat;Kota Depok;Pasar Cisalak;32500
8376;Bawang Merah;23/11/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;38000
8377;Bawang Merah;23/11/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;35000
8378;Bawang Merah;23/11/2020;Jawa Barat;Kota Tasikmalaya;Pasar Pancasila;34500
8379;Bawang Merah;23/11/2020;Jawa Barat;Kota Tasikmalaya;Pasar Cikurubuk;31500
8380;Bawang Merah;23/11/2020;Jawa Barat;Kota Bogor;Pasar Anyar;34500
8381;Bawang Merah;23/11/2020;Jawa Barat;Kota Bogor;Pasar Warung Jambu 2;33500
8382;Bawang Merah;23/11/2020;Jawa Barat;Kota Cirebon;Pasar Kanoman;35000
8383;Bawang Merah;23/11/2020;Jawa Barat;Kota Cirebon;Pasar Kramat;32000
8384;Bawang Merah;23/11/2020;Jawa Barat;Kota Sukabumi;Pasar Gudang;32000
8385;Bawang Merah;23/11/2020;Jawa Barat;Kota Sukabumi;Pasar Pelita;30000
8386;Bawang Merah;23/11/2020;Jawa Barat;Kab. Cirebon;Pasar Weru;32000
8387;Bawang Merah;23/11/2020;Jawa Barat;Kab. Cirebon;Pasar Mundu;32000
8388;Bawang Merah;23/11/2020;Jawa Barat;Kab. Tasikmalaya;Pasar Singaparna;35500
8389;Bawang Merah;23/11/2020;Jawa Barat;Kab. Tasikmalaya;Pasar Manonjaya;33000
8390;Bawang Merah;24/11/2020;Jawa Barat;Kota Bekasi;Pasar Kranji;39000
8391;Bawang Merah;24/11/2020;Jawa Barat;Kota Bekasi;Pasar Pondok Gede;40000
8392;Bawang Merah;24/11/2020;Jawa Barat;Kota Depok;Pasar Agung;40000
8393;Bawang Merah;24/11/2020;Jawa Barat;Kota Depok;Pasar Cisalak;32500
8394;Bawang Merah;24/11/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;38000
8395;Bawang Merah;24/11/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;35000
8396;Bawang Merah;24/11/2020;Jawa Barat;Kota Tasikmalaya;Pasar Pancasila;34500
8397;Bawang Merah;24/11/2020;Jawa Barat;Kota Tasikmalaya;Pasar Cikurubuk;31500
8398;Bawang Merah;24/11/2020;Jawa Barat;Kota Bogor;Pasar Anyar;34500
8399;Bawang Merah;24/11/2020;Jawa Barat;Kota Bogor;Pasar Warung Jambu 2;33500
8400;Bawang Merah;24/11/2020;Jawa Barat;Kota Cirebon;Pasar Kanoman;35000
8401;Bawang Merah;24/11/2020;Jawa Barat;Kota Cirebon;Pasar Kramat;32000
8402;Bawang Merah;24/11/2020;Jawa Barat;Kota Sukabumi;Pasar Gudang;32000
8403;Bawang Merah;24/11/2020;Jawa Barat;Kota Sukabumi;Pasar Pelita;30000
8404;Bawang Merah;24/11/2020;Jawa Barat;Kab. Cirebon;Pasar Weru;32000
8405;Bawang Merah;24/11/2020;Jawa Barat;Kab. Cirebon;Pasar Mundu;32000
8406;Bawang Merah;24/11/2020;Jawa Barat;Kab. Tasikmalaya;Pasar Singaparna;35500
8407;Bawang Merah;24/11/2020;Jawa Barat;Kab. Tasikmalaya;Pasar Manonjaya;33000
8408;Bawang Merah;25/11/2020;Jawa Barat;Kota Bekasi;Pasar Kranji;39000
8409;Bawang Merah;25/11/2020;Jawa Barat;Kota Bekasi;Pasar Pondok Gede;35000
8410;Bawang Merah;25/11/2020;Jawa Barat;Kota Depok;Pasar Agung;37500
8411;Bawang Merah;25/11/2020;Jawa Barat;Kota Depok;Pasar Cisalak;32500
8412;Bawang Merah;25/11/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;38000
8413;Bawang Merah;25/11/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;35000
8414;Bawang Merah;25/11/2020;Jawa Barat;Kota Tasikmalaya;Pasar Pancasila;34500
8415;Bawang Merah;25/11/2020;Jawa Barat;Kota Tasikmalaya;Pasar Cikurubuk;31500
8416;Bawang Merah;25/11/2020;Jawa Barat;Kota Bogor;Pasar Anyar;34500
8417;Bawang Merah;25/11/2020;Jawa Barat;Kota Bogor;Pasar Warung Jambu 2;33500
8418;Bawang Merah;25/11/2020;Jawa Barat;Kota Cirebon;Pasar Kanoman;35000
8419;Bawang Merah;25/11/2020;Jawa Barat;Kota Cirebon;Pasar Kramat;30000
8420;Bawang Merah;25/11/2020;Jawa Barat;Kota Sukabumi;Pasar Gudang;32000
8421;Bawang Merah;25/11/2020;Jawa Barat;Kota Sukabumi;Pasar Pelita;30000
8422;Bawang Merah;25/11/2020;Jawa Barat;Kab. Cirebon;Pasar Weru;30000
8423;Bawang Merah;25/11/2020;Jawa Barat;Kab. Cirebon;Pasar Mundu;30000
8424;Bawang Merah;25/11/2020;Jawa Barat;Kab. Tasikmalaya;Pasar Singaparna;35500
8425;Bawang Merah;25/11/2020;Jawa Barat;Kab. Tasikmalaya;Pasar Manonjaya;33000
8426;Bawang Merah;26/11/2020;Jawa Barat;Kota Bekasi;Pasar Kranji;39000
8427;Bawang Merah;26/11/2020;Jawa Barat;Kota Bekasi;Pasar Pondok Gede;35000
8428;Bawang Merah;26/11/2020;Jawa Barat;Kota Depok;Pasar Agung;37500
8429;Bawang Merah;26/11/2020;Jawa Barat;Kota Depok;Pasar Cisalak;32500
8430;Bawang Merah;26/11/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;38000
8431;Bawang Merah;26/11/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;35000
8432;Bawang Merah;26/11/2020;Jawa Barat;Kota Tasikmalaya;Pasar Pancasila;35000
8433;Bawang Merah;26/11/2020;Jawa Barat;Kota Tasikmalaya;Pasar Cikurubuk;32500
8434;Bawang Merah;26/11/2020;Jawa Barat;Kota Bogor;Pasar Anyar;34500
8435;Bawang Merah;26/11/2020;Jawa Barat;Kota Bogor;Pasar Warung Jambu 2;33500
8436;Bawang Merah;26/11/2020;Jawa Barat;Kota Cirebon;Pasar Kanoman;35000
8437;Bawang Merah;26/11/2020;Jawa Barat;Kota Cirebon;Pasar Kramat;31000
8438;Bawang Merah;26/11/2020;Jawa Barat;Kota Sukabumi;Pasar Gudang;32000
8439;Bawang Merah;26/11/2020;Jawa Barat;Kota Sukabumi;Pasar Pelita;30000
8440;Bawang Merah;26/11/2020;Jawa Barat;Kab. Cirebon;Pasar Weru;31000
8441;Bawang Merah;26/11/2020;Jawa Barat;Kab. Cirebon;Pasar Mundu;30000
8442;Bawang Merah;26/11/2020;Jawa Barat;Kab. Tasikmalaya;Pasar Singaparna;35000
8443;Bawang Merah;26/11/2020;Jawa Barat;Kab. Tasikmalaya;Pasar Manonjaya;33000
8444;Bawang Merah;27/11/2020;Jawa Barat;Kota Bekasi;Pasar Kranji;39000
8445;Bawang Merah;27/11/2020;Jawa Barat;Kota Bekasi;Pasar Pondok Gede;35000
8446;Bawang Merah;27/11/2020;Jawa Barat;Kota Depok;Pasar Agung;37500
8447;Bawang Merah;27/11/2020;Jawa Barat;Kota Depok;Pasar Cisalak;29000
8448;Bawang Merah;27/11/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;38000
8449;Bawang Merah;27/11/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;35000
8450;Bawang Merah;27/11/2020;Jawa Barat;Kota Tasikmalaya;Pasar Pancasila;35000
8451;Bawang Merah;27/11/2020;Jawa Barat;Kota Tasikmalaya;Pasar Cikurubuk;32500
8452;Bawang Merah;27/11/2020;Jawa Barat;Kota Bogor;Pasar Anyar;33500
8453;Bawang Merah;27/11/2020;Jawa Barat;Kota Bogor;Pasar Warung Jambu 2;33500
8454;Bawang Merah;27/11/2020;Jawa Barat;Kota Cirebon;Pasar Kanoman;35000
8455;Bawang Merah;27/11/2020;Jawa Barat;Kota Cirebon;Pasar Kramat;31000
8456;Bawang Merah;27/11/2020;Jawa Barat;Kota Sukabumi;Pasar Gudang;32000
8457;Bawang Merah;27/11/2020;Jawa Barat;Kota Sukabumi;Pasar Pelita;30000
8458;Bawang Merah;27/11/2020;Jawa Barat;Kab. Cirebon;Pasar Weru;31000
8459;Bawang Merah;27/11/2020;Jawa Barat;Kab. Cirebon;Pasar Mundu;30000
8460;Bawang Merah;27/11/2020;Jawa Barat;Kab. Tasikmalaya;Pasar Singaparna;35000
8461;Bawang Merah;27/11/2020;Jawa Barat;Kab. Tasikmalaya;Pasar Manonjaya;33000
8462;Bawang Merah;30/11/2020;Jawa Barat;Kota Bekasi;Pasar Kranji;35000
8463;Bawang Merah;30/11/2020;Jawa Barat;Kota Bekasi;Pasar Pondok Gede;35000
8464;Bawang Merah;30/11/2020;Jawa Barat;Kota Depok;Pasar Agung;37500
8465;Bawang Merah;30/11/2020;Jawa Barat;Kota Depok;Pasar Cisalak;29000
8466;Bawang Merah;30/11/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;38000
8467;Bawang Merah;30/11/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;35000
8468;Bawang Merah;30/11/2020;Jawa Barat;Kota Tasikmalaya;Pasar Pancasila;35000
8469;Bawang Merah;30/11/2020;Jawa Barat;Kota Tasikmalaya;Pasar Cikurubuk;32500
8470;Bawang Merah;30/11/2020;Jawa Barat;Kota Bogor;Pasar Anyar;32500
8471;Bawang Merah;30/11/2020;Jawa Barat;Kota Bogor;Pasar Warung Jambu 2;31000
8472;Bawang Merah;30/11/2020;Jawa Barat;Kota Cirebon;Pasar Kanoman;31000
8473;Bawang Merah;30/11/2020;Jawa Barat;Kota Cirebon;Pasar Kramat;29000
8474;Bawang Merah;30/11/2020;Jawa Barat;Kota Sukabumi;Pasar Gudang;30000
8475;Bawang Merah;30/11/2020;Jawa Barat;Kota Sukabumi;Pasar Pelita;30000
8476;Bawang Merah;30/11/2020;Jawa Barat;Kab. Cirebon;Pasar Weru;31000
8477;Bawang Merah;30/11/2020;Jawa Barat;Kab. Cirebon;Pasar Mundu;28000
8478;Bawang Merah;30/11/2020;Jawa Barat;Kab. Tasikmalaya;Pasar Singaparna;35000
8479;Bawang Merah;30/11/2020;Jawa Barat;Kab. Tasikmalaya;Pasar Manonjaya;30000
8480;Bawang Merah;01/12/2020;Jawa Barat;Kota Bekasi;Pasar Kranji;35000
8481;Bawang Merah;01/12/2020;Jawa Barat;Kota Bekasi;Pasar Pondok Gede;32500
8482;Bawang Merah;01/12/2020;Jawa Barat;Kota Depok;Pasar Agung;37500
8483;Bawang Merah;01/12/2020;Jawa Barat;Kota Depok;Pasar Cisalak;29000
8484;Bawang Merah;01/12/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;38000
8485;Bawang Merah;01/12/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;35000
8486;Bawang Merah;01/12/2020;Jawa Barat;Kota Tasikmalaya;Pasar Pancasila;35000
8487;Bawang Merah;01/12/2020;Jawa Barat;Kota Tasikmalaya;Pasar Cikurubuk;32000
8488;Bawang Merah;01/12/2020;Jawa Barat;Kota Bogor;Pasar Anyar;31000
8489;Bawang Merah;01/12/2020;Jawa Barat;Kota Bogor;Pasar Warung Jambu 2;30000
8490;Bawang Merah;01/12/2020;Jawa Barat;Kota Cirebon;Pasar Kanoman;31000
8491;Bawang Merah;01/12/2020;Jawa Barat;Kota Cirebon;Pasar Kramat;28000
8492;Bawang Merah;01/12/2020;Jawa Barat;Kota Sukabumi;Pasar Gudang;30000
8493;Bawang Merah;01/12/2020;Jawa Barat;Kota Sukabumi;Pasar Pelita;30000
8494;Bawang Merah;01/12/2020;Jawa Barat;Kab. Cirebon;Pasar Weru;31000
8495;Bawang Merah;01/12/2020;Jawa Barat;Kab. Cirebon;Pasar Mundu;28000
8496;Bawang Merah;01/12/2020;Jawa Barat;Kab. Tasikmalaya;Pasar Singaparna;33500
8497;Bawang Merah;01/12/2020;Jawa Barat;Kab. Tasikmalaya;Pasar Manonjaya;30000
8498;Bawang Merah;02/12/2020;Jawa Barat;Kota Bekasi;Pasar Kranji;35000
8499;Bawang Merah;02/12/2020;Jawa Barat;Kota Bekasi;Pasar Pondok Gede;32500
8500;Bawang Merah;02/12/2020;Jawa Barat;Kota Depok;Pasar Agung;37500
8501;Bawang Merah;02/12/2020;Jawa Barat;Kota Depok;Pasar Cisalak;29000
8502;Bawang Merah;02/12/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;38000
8503;Bawang Merah;02/12/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;35000
8504;Bawang Merah;02/12/2020;Jawa Barat;Kota Tasikmalaya;Pasar Pancasila;35000
8505;Bawang Merah;02/12/2020;Jawa Barat;Kota Tasikmalaya;Pasar Cikurubuk;31000
8506;Bawang Merah;02/12/2020;Jawa Barat;Kota Bogor;Pasar Anyar;31000
8507;Bawang Merah;02/12/2020;Jawa Barat;Kota Bogor;Pasar Warung Jambu 2;30000
8508;Bawang Merah;02/12/2020;Jawa Barat;Kota Cirebon;Pasar Kanoman;31000
8509;Bawang Merah;02/12/2020;Jawa Barat;Kota Cirebon;Pasar Kramat;28000
8510;Bawang Merah;02/12/2020;Jawa Barat;Kota Sukabumi;Pasar Gudang;28000
8511;Bawang Merah;02/12/2020;Jawa Barat;Kota Sukabumi;Pasar Pelita;29000
8512;Bawang Merah;02/12/2020;Jawa Barat;Kab. Cirebon;Pasar Weru;29000
8513;Bawang Merah;02/12/2020;Jawa Barat;Kab. Cirebon;Pasar Mundu;28000
8514;Bawang Merah;02/12/2020;Jawa Barat;Kab. Tasikmalaya;Pasar Singaparna;33500
8515;Bawang Merah;02/12/2020;Jawa Barat;Kab. Tasikmalaya;Pasar Manonjaya;30000
8516;Bawang Merah;03/12/2020;Jawa Barat;Kota Bekasi;Pasar Kranji;35000
8517;Bawang Merah;03/12/2020;Jawa Barat;Kota Bekasi;Pasar Pondok Gede;35000
8518;Bawang Merah;03/12/2020;Jawa Barat;Kota Depok;Pasar Agung;37500
8519;Bawang Merah;03/12/2020;Jawa Barat;Kota Depok;Pasar Cisalak;29000
8520;Bawang Merah;03/12/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;38000
8521;Bawang Merah;03/12/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;35000
8522;Bawang Merah;03/12/2020;Jawa Barat;Kota Tasikmalaya;Pasar Pancasila;35000
8523;Bawang Merah;03/12/2020;Jawa Barat;Kota Tasikmalaya;Pasar Cikurubuk;31000
8524;Bawang Merah;03/12/2020;Jawa Barat;Kota Bogor;Pasar Anyar;31000
8525;Bawang Merah;03/12/2020;Jawa Barat;Kota Bogor;Pasar Warung Jambu 2;30000
8526;Bawang Merah;03/12/2020;Jawa Barat;Kota Cirebon;Pasar Kanoman;31000
8527;Bawang Merah;03/12/2020;Jawa Barat;Kota Cirebon;Pasar Kramat;28000
8528;Bawang Merah;03/12/2020;Jawa Barat;Kota Sukabumi;Pasar Gudang;28000
8529;Bawang Merah;03/12/2020;Jawa Barat;Kota Sukabumi;Pasar Pelita;28000
8530;Bawang Merah;03/12/2020;Jawa Barat;Kab. Cirebon;Pasar Weru;29000
8531;Bawang Merah;03/12/2020;Jawa Barat;Kab. Cirebon;Pasar Mundu;29000
8532;Bawang Merah;03/12/2020;Jawa Barat;Kab. Tasikmalaya;Pasar Singaparna;33500
8533;Bawang Merah;03/12/2020;Jawa Barat;Kab. Tasikmalaya;Pasar Manonjaya;30000
8534;Bawang Merah;04/12/2020;Jawa Barat;Kota Bekasi;Pasar Kranji;32500
8535;Bawang Merah;04/12/2020;Jawa Barat;Kota Bekasi;Pasar Pondok Gede;35000
8536;Bawang Merah;04/12/2020;Jawa Barat;Kota Depok;Pasar Agung;37500
8537;Bawang Merah;04/12/2020;Jawa Barat;Kota Depok;Pasar Cisalak;30000
8538;Bawang Merah;04/12/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;38000
8539;Bawang Merah;04/12/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;35000
8540;Bawang Merah;04/12/2020;Jawa Barat;Kota Tasikmalaya;Pasar Pancasila;31000
8541;Bawang Merah;04/12/2020;Jawa Barat;Kota Tasikmalaya;Pasar Cikurubuk;31000
8542;Bawang Merah;04/12/2020;Jawa Barat;Kota Bogor;Pasar Anyar;33500
8543;Bawang Merah;04/12/2020;Jawa Barat;Kota Bogor;Pasar Warung Jambu 2;30000
8544;Bawang Merah;04/12/2020;Jawa Barat;Kota Cirebon;Pasar Kanoman;32000
8545;Bawang Merah;04/12/2020;Jawa Barat;Kota Cirebon;Pasar Kramat;28000
8546;Bawang Merah;04/12/2020;Jawa Barat;Kota Sukabumi;Pasar Gudang;28000
8547;Bawang Merah;04/12/2020;Jawa Barat;Kota Sukabumi;Pasar Pelita;29000
8548;Bawang Merah;04/12/2020;Jawa Barat;Kab. Cirebon;Pasar Weru;29000
8549;Bawang Merah;04/12/2020;Jawa Barat;Kab. Cirebon;Pasar Mundu;30000
8550;Bawang Merah;04/12/2020;Jawa Barat;Kab. Tasikmalaya;Pasar Singaparna;33500
8551;Bawang Merah;04/12/2020;Jawa Barat;Kab. Tasikmalaya;Pasar Manonjaya;30000
8552;Bawang Merah;07/12/2020;Jawa Barat;Kota Bekasi;Pasar Kranji;32500
8553;Bawang Merah;07/12/2020;Jawa Barat;Kota Bekasi;Pasar Pondok Gede;37500
8554;Bawang Merah;07/12/2020;Jawa Barat;Kota Depok;Pasar Agung;37500
8555;Bawang Merah;07/12/2020;Jawa Barat;Kota Depok;Pasar Cisalak;30000
8556;Bawang Merah;07/12/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;38000
8557;Bawang Merah;07/12/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;35000
8558;Bawang Merah;07/12/2020;Jawa Barat;Kota Tasikmalaya;Pasar Pancasila;31000
8559;Bawang Merah;07/12/2020;Jawa Barat;Kota Tasikmalaya;Pasar Cikurubuk;29000
8560;Bawang Merah;07/12/2020;Jawa Barat;Kota Bogor;Pasar Anyar;31000
8561;Bawang Merah;07/12/2020;Jawa Barat;Kota Bogor;Pasar Warung Jambu 2;30000
8562;Bawang Merah;07/12/2020;Jawa Barat;Kota Cirebon;Pasar Kanoman;31000
8563;Bawang Merah;07/12/2020;Jawa Barat;Kota Cirebon;Pasar Kramat;28000
8564;Bawang Merah;07/12/2020;Jawa Barat;Kota Sukabumi;Pasar Gudang;28000
8565;Bawang Merah;07/12/2020;Jawa Barat;Kota Sukabumi;Pasar Pelita;29000
8566;Bawang Merah;07/12/2020;Jawa Barat;Kab. Cirebon;Pasar Weru;29000
8567;Bawang Merah;07/12/2020;Jawa Barat;Kab. Cirebon;Pasar Mundu;29000
8568;Bawang Merah;07/12/2020;Jawa Barat;Kab. Tasikmalaya;Pasar Singaparna;31500
8569;Bawang Merah;07/12/2020;Jawa Barat;Kab. Tasikmalaya;Pasar Manonjaya;30000
8570;Bawang Merah;08/12/2020;Jawa Barat;Kota Bekasi;Pasar Kranji;32500
8571;Bawang Merah;08/12/2020;Jawa Barat;Kota Bekasi;Pasar Pondok Gede;37500
8572;Bawang Merah;08/12/2020;Jawa Barat;Kota Depok;Pasar Agung;37500
8573;Bawang Merah;08/12/2020;Jawa Barat;Kota Depok;Pasar Cisalak;30000
8574;Bawang Merah;08/12/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;38000
8575;Bawang Merah;08/12/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;35000
8576;Bawang Merah;08/12/2020;Jawa Barat;Kota Tasikmalaya;Pasar Pancasila;31000
8577;Bawang Merah;08/12/2020;Jawa Barat;Kota Tasikmalaya;Pasar Cikurubuk;29000
8578;Bawang Merah;08/12/2020;Jawa Barat;Kota Bogor;Pasar Anyar;31000
8579;Bawang Merah;08/12/2020;Jawa Barat;Kota Bogor;Pasar Warung Jambu 2;30000
8580;Bawang Merah;08/12/2020;Jawa Barat;Kota Cirebon;Pasar Kanoman;31000
8581;Bawang Merah;08/12/2020;Jawa Barat;Kota Cirebon;Pasar Kramat;28000
8582;Bawang Merah;08/12/2020;Jawa Barat;Kota Sukabumi;Pasar Gudang;28000
8583;Bawang Merah;08/12/2020;Jawa Barat;Kota Sukabumi;Pasar Pelita;29000
8584;Bawang Merah;08/12/2020;Jawa Barat;Kab. Cirebon;Pasar Weru;29000
8585;Bawang Merah;08/12/2020;Jawa Barat;Kab. Cirebon;Pasar Mundu;29000
8586;Bawang Merah;08/12/2020;Jawa Barat;Kab. Tasikmalaya;Pasar Singaparna;31500
8587;Bawang Merah;08/12/2020;Jawa Barat;Kab. Tasikmalaya;Pasar Manonjaya;30000
8588;Bawang Merah;10/12/2020;Jawa Barat;Kota Bekasi;Pasar Kranji;32500
8589;Bawang Merah;10/12/2020;Jawa Barat;Kota Bekasi;Pasar Pondok Gede;37500
8590;Bawang Merah;10/12/2020;Jawa Barat;Kota Depok;Pasar Agung;37500
8591;Bawang Merah;10/12/2020;Jawa Barat;Kota Depok;Pasar Cisalak;30000
8592;Bawang Merah;10/12/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;38000
8593;Bawang Merah;10/12/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;35000
8594;Bawang Merah;10/12/2020;Jawa Barat;Kota Tasikmalaya;Pasar Pancasila;31000
8595;Bawang Merah;10/12/2020;Jawa Barat;Kota Tasikmalaya;Pasar Cikurubuk;29000
8596;Bawang Merah;10/12/2020;Jawa Barat;Kota Bogor;Pasar Anyar;31000
8597;Bawang Merah;10/12/2020;Jawa Barat;Kota Bogor;Pasar Warung Jambu 2;30000
8598;Bawang Merah;10/12/2020;Jawa Barat;Kota Cirebon;Pasar Kanoman;31000
8599;Bawang Merah;10/12/2020;Jawa Barat;Kota Cirebon;Pasar Kramat;28000
8600;Bawang Merah;10/12/2020;Jawa Barat;Kota Sukabumi;Pasar Gudang;28000
8601;Bawang Merah;10/12/2020;Jawa Barat;Kota Sukabumi;Pasar Pelita;29000
8602;Bawang Merah;10/12/2020;Jawa Barat;Kab. Cirebon;Pasar Weru;29000
8603;Bawang Merah;10/12/2020;Jawa Barat;Kab. Cirebon;Pasar Mundu;29000
8604;Bawang Merah;10/12/2020;Jawa Barat;Kab. Tasikmalaya;Pasar Singaparna;31500
